food_category,food_name,per_100_ml_or_gm,cal_per_100_ml_or_gms,kj_per_100_ml_or_gms,per_serving,cal_per_serving,kj_per_serving,per_ounces,cal_per_ounces,kj_per_ounces
Soda & Soft Drinks,Squirt,100ml,44 cal,185 kJ,8 once (240 ml),106 cal,444 kJ,1 once (30 ml),13 cal,56 kJ
Soda & Soft Drinks,De Sunkist,100ml,25 cal,105 kJ,12 once (355 ml),89 cal,373 kJ,1 once (30 ml),8 cal,32 kJ
Soda & Soft Drinks,Surtension,100ml,48 cal,202 kJ,12 once (355 ml),170 cal,717 kJ,1 once (30 ml),14 cal,61 kJ
Soda & Soft Drinks,TaB,100ml,0 cal,0 kJ,12 once (355 ml),0 cal,0 kJ,1 once (30 ml),0 cal,0 kJ
Soda & Soft Drinks,Eau tonique,100ml,35 cal,147 kJ,12 once (355 ml),124 cal,522 kJ,1 once (30 ml),11 cal,44 kJ
Soda & Soft Drinks,Coca à la vanille,100ml,45 cal,189 kJ,12 once (355 ml),160 cal,671 kJ,1 once (30 ml),14 cal,57 kJ
Soups,Ragoût de haricots,100g,133 cal,559 kJ,1 tasse (252 g),335 cal,1409 kJ,1 once (28 g),37 cal,157 kJ
Soups,Bouillon de boeuf,100g,3 cal,13 kJ,1 tasse (240 g),7 cal,31 kJ,1 once (28 g),1 cal,4 kJ
Soups,Soupe de nouilles au boeuf,100g,34 cal,143 kJ,1 tasse (244 g),83 cal,349 kJ,1 once (28 g),10 cal,40 kJ
Soups,Soupe de boeuf,100g,33 cal,139 kJ,1 tasse (213 g),70 cal,296 kJ,1 once (28 g),9 cal,39 kJ
Soups,Bouillon,100g,16 cal,67 kJ,1 tasse (244 g),39 cal,163 kJ,1 once (28 g),4 cal,19 kJ
Soups,Soupe au fromage et au brocoli,100g,87 cal,365 kJ,1 canette(303 g),264 cal,1106 kJ,1 once (28 g),24 cal,102 kJ
Soups,Soupe au brocoli,100g,87 cal,365 kJ,1 tasse (237 g),206 cal,865 kJ,1 once (28 g),24 cal,102 kJ
Soups,Soupe aux choux,100g,28 cal,118 kJ,1 tasse (245 g),69 cal,289 kJ,1 once (28 g),8 cal,33 kJ
Soups,Soupe aux carottes et au gingembre,100g,25 cal,105 kJ,1 portion (381 g),95 cal,400 kJ,1 once (28 g),7 cal,29 kJ
Soups,Soupe de carottes,100g,25 cal,105 kJ,1 portion (381 g),95 cal,400 kJ,1 once (28 g),7 cal,29 kJ
Soups,Soupe au poulet et au gombo,100g,23 cal,97 kJ,1 tasse (244 g),56 cal,237 kJ,1 once (28 g),6 cal,27 kJ
Soups,Soupe au poulet et aux nouilles,100g,25 cal,105 kJ,1 tasse (248 g),62 cal,260 kJ,1 once (28 g),7 cal,29 kJ
Soups,Bouillon de poulet,100g,16 cal,67 kJ,1 tasse (244 g),39 cal,163 kJ,1 once (28 g),4 cal,19 kJ
Soups,Soupe de poulet aux légumes,100g,31 cal,130 kJ,1 tasse (248 g),77 cal,322 kJ,1 once (28 g),9 cal,36 kJ
Soups,Soupe au poulet et au riz,100g,24 cal,101 kJ,1 tasse (243 g),58 cal,245 kJ,1 once (28 g),7 cal,28 kJ
Soups,Crème d'asperges,100g,35 cal,147 kJ,1 tasse (244 g),85 cal,359 kJ,1 once (28 g),10 cal,41 kJ
Soups,Soupe à la crème de brocoli,100g,45 cal,189 kJ,1 portion (310 g),140 cal,586 kJ,1 once (28 g),13 cal,53 kJ
Soups,Crème de céleri,100g,37 cal,155 kJ,1 tasse (248 g),92 cal,384 kJ,1 once (28 g),10 cal,43 kJ
Soups,Crème de poulet,100g,48 cal,202 kJ,1 tasse (244 g),117 cal,493 kJ,1 once (28 g),13 cal,57 kJ
Soups,Crème de champignons,100g,39 cal,164 kJ,1 tasse (248 g),97 cal,407 kJ,1 once (28 g),11 cal,46 kJ
Soups,Soupe à l'oignon,100g,44 cal,185 kJ,1 tasse (244 g),107 cal,451 kJ,1 once (28 g),12 cal,52 kJ
Soups,Crème de pommes de terre,100g,30 cal,126 kJ,1 tasse (244 g),73 cal,307 kJ,1 once (28 g),8 cal,35 kJ
Soups,Soupe crémeuse au poulet et aux nouilles,100g,23 cal,97 kJ,1 tasse (245 g),56 cal,238 kJ,1 once (28 g),6 cal,27 kJ
Soups,Soupe à l'oignon,100g,23 cal,97 kJ,1 tasse (243 g),56 cal,236 kJ,1 once (28 g),6 cal,27 kJ
Soups,Soupe aux champignons dorés,100g,65 cal,273 kJ,1 tasse (248 g),161 cal,677 kJ,1 once (28 g),18 cal,76 kJ
Soups,Goulasch,100g,1009 cal,4238 kJ,1 portion (187 g),1887 cal,7925 kJ,1 once (28 g),283 cal,1187 kJ
Soups,Nouilles instantanées,100g,436 cal,1831 kJ,1 paquet (85 g),371 cal,1556 kJ,1 once (28 g),122 cal,513 kJ
Soups,Soupe aux lentilles,100g,56 cal,235 kJ,1 tasse (248 g),139 cal,583 kJ,1 once (28 g),16 cal,66 kJ
Soups,Soupe Bisque de Homard,100g,100 cal,420 kJ,1 tasse (248 g),248 cal,1042 kJ,1 once (28 g),28 cal,118 kJ
Soups,Soupe aux boulettes de viande,100g,49 cal,206 kJ,1 tasse (245 g),120 cal,505 kJ,1 once (28 g),14 cal,58 kJ
Soups,Minestrone,100g,34 cal,143 kJ,1 tasse (241 g),82 cal,345 kJ,1 once (28 g),10 cal,40 kJ
Soups,Soupe aux champignons,100g,35 cal,147 kJ,1 tasse (244 g),85 cal,359 kJ,1 once (28 g),10 cal,41 kJ
Soups,Soupe aux nouilles,100g,34 cal,143 kJ,1 tasse (244 g),83 cal,349 kJ,1 once (28 g),10 cal,40 kJ
Soups,Soupe à l'oignon,100g,23 cal,97 kJ,1 tasse (243 g),56 cal,236 kJ,1 once (28 g),6 cal,27 kJ
Soups,Bouillon d'os de boeuf,100g,28 cal,118 kJ,1 tasse (244 g),68 cal,288 kJ,1 once (28 g),8 cal,33 kJ
Soups,Soupe aux pois,100g,75 cal,315 kJ,1 tasse (253 g),190 cal,797 kJ,1 once (28 g),21 cal,88 kJ
Soups,Soupe de pommes de terre,100g,80 cal,336 kJ,1 portion (240 g),192 cal,806 kJ,1 once (28 g),22 cal,94 kJ
Soups,Soupe au potiron,100g,29 cal,122 kJ,1 tasse (245 g),71 cal,299 kJ,1 once (28 g),8 cal,34 kJ
Soups,Ramen,100g,436 cal,1831 kJ,1 paquet (85 g),371 cal,1556 kJ,1 once (28 g),122 cal,513 kJ
Soups,Bouillon écossais,100g,33 cal,139 kJ,1 tasse (241 g),80 cal,335 kJ,1 once (28 g),9 cal,39 kJ
Soups,Succotash,100g,115 cal,483 kJ,1 tasse (192 g),221 cal,927 kJ,1 once (28 g),32 cal,135 kJ
Soups,Soupe thaïlandaise,100g,60 cal,252 kJ,1 tasse (245 g),147 cal,617 kJ,1 once (28 g),17 cal,71 kJ
Soups,Soupe de riz aux tomates,100g,47 cal,197 kJ,1 tasse (247 g),116 cal,487 kJ,1 once (28 g),13 cal,55 kJ
Soups,Soupe de tomates,100g,30 cal,126 kJ,1 tasse (248 g),74 cal,312 kJ,1 once (28 g),8 cal,35 kJ
Soups,Soupe aux légumes et au boeuf,100g,31 cal,130 kJ,1 tasse (244 g),76 cal,317 kJ,1 once (28 g),9 cal,36 kJ
Soups,Soupe de légumes,100g,28 cal,118 kJ,1 tasse (241 g),67 cal,284 kJ,1 once (28 g),8 cal,33 kJ
Soups,Bouillon de légumes,100g,5 cal,21 kJ,1 tasse (235 g),12 cal,49 kJ,1 once (28 g),1 cal,6 kJ
Soups,Soupe de noces,100g,53 cal,223 kJ,1 tasse (245 g),130 cal,546 kJ,1 once (28 g),15 cal,62 kJ
Spreads,Beurre d'amande,100g,614 cal,2579 kJ,1 c. à soupe (16 g),98 cal,413 kJ,1 once (28 g),172 cal,722 kJ
Spreads,Beurre de pomme,100g,173 cal,727 kJ,1 c. à soupe (17 g),29 cal,124 kJ,1 once (28 g),48 cal,204 kJ
Spreads,Confiture d'abricots,100g,250 cal,1050 kJ,1 c. à soupe (20 g),50 cal,210 kJ,1 once (28 g),70 cal,294 kJ
Spreads,Confiture de mûres,100g,250 cal,1050 kJ,1 c. à soupe (20 g),50 cal,210 kJ,1 once (28 g),70 cal,294 kJ
Spreads,Confiture de cassis,100g,250 cal,1050 kJ,1 c. à soupe (20 g),50 cal,210 kJ,1 once (28 g),70 cal,294 kJ
Spreads,Confiture de myrtilles,100g,250 cal,1050 kJ,1 c. à soupe (20 g),50 cal,210 kJ,1 once (28 g),70 cal,294 kJ
Spreads,Fromage à tartiner,100g,290 cal,1218 kJ,1 c. à soupe (15 g),44 cal,183 kJ,1 once (28 g),81 cal,341 kJ
Spreads,Confiture de cerises,100g,250 cal,1050 kJ,1 c. à soupe (20 g),50 cal,210 kJ,1 once (28 g),70 cal,294 kJ
Spreads,Pâte à tartiner au chocolat,100g,541 cal,2272 kJ,1 c. à café (12 g),65 cal,273 kJ,1 once (28 g),151 cal,636 kJ
Spreads,Fromage à la crème,100g,342 cal,1436 kJ,1 tasse (232 g),793 cal,3332 kJ,1 once (28 g),96 cal,402 kJ
Spreads,Gelée de raisin,100g,255 cal,1071 kJ,1 c. à soupe (20 g),51 cal,214 kJ,1 once (28 g),71 cal,300 kJ
Spreads,Miel,100g,304 cal,1277 kJ,1 c. à soupe (21 g),64 cal,268 kJ,1 once (28 g),85 cal,358 kJ
Spreads,Gelée,100g,278 cal,1168 kJ,1 c. à soupe (20 g),56 cal,234 kJ,1 once (28 g),78 cal,327 kJ
Spreads,Saucisse de Liver,100g,305 cal,1281 kJ,1 part (18 g),55 cal,231 kJ,1 once (28 g),85 cal,359 kJ
Spreads,Marmite,100g,225 cal,945 kJ,1 c. à café (4 g),9 cal,38 kJ,1 once (28 g),63 cal,265 kJ
Spreads,Fluff guimauve,100g,666 cal,2797 kJ,1 c. à soupe (6 g),40 cal,168 kJ,1 once (28 g),186 cal,783 kJ
Spreads,Nutella,100g,544 cal,2285 kJ,1 portion (15 g),82 cal,343 kJ,1 once (28 g),152 cal,640 kJ
Spreads,Tartinade d'olives,100g,550 cal,2310 kJ,1 portion (10 g),55 cal,231 kJ,1 once (28 g),154 cal,647 kJ
Spreads,Beurre de cacahuète,100g,589 cal,2474 kJ,1 c. à soupe (16 g),94 cal,396 kJ,1 once (28 g),165 cal,693 kJ
Spreads,Fromage à la crème Philadelphia,100g,342 cal,1436 kJ,1 tasse (232 g),793 cal,3332 kJ,1 once (28 g),96 cal,402 kJ
Spreads,Beurre salé,100g,717 cal,3011 kJ,1 tasse (227 g),1628 cal,6835 kJ,1 once (28 g),201 cal,843 kJ
Spreads,Confiture de fraises,100g,250 cal,1050 kJ,1 c. à soupe (20 g),50 cal,210 kJ,1 once (28 g),70 cal,294 kJ
Spreads,Gelée de fraises,100g,250 cal,1050 kJ,1 c. à soupe (20 g),50 cal,210 kJ,1 once (28 g),70 cal,294 kJ
Spreads,Beurre de soleil,100g,617 cal,2591 kJ,1 c. à soupe (16 g),99 cal,415 kJ,1 once (28 g),173 cal,725 kJ
Spreads,Beurre de tournesol,100g,617 cal,2591 kJ,1 tasse (227 g),1401 cal,5882 kJ,1 once (28 g),173 cal,725 kJ
Spreads,Tapenade,100g,233 cal,979 kJ,1 c. à soupe (15 g),35 cal,147 kJ,1 once (28 g),65 cal,274 kJ
Spreads,Beurre non salé,100g,717 cal,3011 kJ,1 tasse (227 g),1628 cal,6835 kJ,1 once (28 g),201 cal,843 kJ
Spreads,Vegemite,100g,180 cal,756 kJ,1 c. à café (5 g),9 cal,38 kJ,1 once (28 g),50 cal,212 kJ
Spreads,Miel sauvage,100g,286 cal,1201 kJ,1 c. à soupe (21 g),60 cal,252 kJ,1 once (28 g),80 cal,336 kJ
Tropical & Exotic Fruits,Acérola,100g,32 cal,134 kJ,1 acerola (4.8 g),1 cal,5 kJ,1 once (28 g),9 cal,38 kJ
Tropical & Exotic Fruits,Poire asiatique,100g,42 cal,176 kJ,1 poire (178 g),75 cal,313 kJ,1 once (28 g),12 cal,49 kJ
Tropical & Exotic Fruits,Avocat,100g,160 cal,672 kJ,1 avocat (200 g),320 cal,1344 kJ,1 once (28 g),45 cal,188 kJ
Tropical & Exotic Fruits,Fruit à pain,100g,103 cal,433 kJ,1/4 fruit (96 g),99 cal,416 kJ,1 once (28 g),29 cal,121 kJ
Tropical & Exotic Fruits,Cantaloupe Melon,100g,34 cal,143 kJ,1 quartier (69 g),23 cal,99 kJ,1 once (28 g),10 cal,40 kJ
Tropical & Exotic Fruits,Melon Casaba,100g,28 cal,118 kJ,1 quartier (125 g),35 cal,148 kJ,1 once (28 g),8 cal,33 kJ
Tropical & Exotic Fruits,Chérimole,100g,75 cal,315 kJ,1 cherimoya (235 g),176 cal,740 kJ,1 once (28 g),21 cal,88 kJ
Tropical & Exotic Fruits,Fruit du dragon,100g,60 cal,252 kJ,1 fruit (200 g),120 cal,504 kJ,1 once (28 g),17 cal,71 kJ
Tropical & Exotic Fruits,Durian,100g,147 cal,617 kJ,1 durian (602 g),885 cal,3714 kJ,1 once (28 g),41 cal,173 kJ
Tropical & Exotic Fruits,Feijoa,100g,55 cal,231 kJ,1 feijoa (42 g),23 cal,97 kJ,1 once (28 g),15 cal,65 kJ
Tropical & Exotic Fruits,Melon de Galia,100g,23 cal,97 kJ,1 melon (130 g),30 cal,126 kJ,1 once (28 g),6 cal,27 kJ
Tropical & Exotic Fruits,Pamplemousse,100g,42 cal,176 kJ,1/2 grapefruit (123 g),52 cal,216 kJ,1 once (28 g),12 cal,49 kJ
Tropical & Exotic Fruits,Goyave,100g,68 cal,286 kJ,1 goyave (55 g),37 cal,157 kJ,1 once (28 g),19 cal,80 kJ
Tropical & Exotic Fruits,Fruit du jacquier,100g,95 cal,399 kJ,1 tasse (151 g),143 cal,602 kJ,1 once (28 g),27 cal,112 kJ
Tropical & Exotic Fruits,kumquat,100g,71 cal,298 kJ,1 kumquat (19 g),13 cal,57 kJ,1 once (28 g),20 cal,83 kJ
Tropical & Exotic Fruits,Litchi,100g,66 cal,277 kJ,1 lychee (10 g),7 cal,28 kJ,1 once (28 g),18 cal,78 kJ
Tropical & Exotic Fruits,Mangue,100g,60 cal,252 kJ,1 mangue (336 g),202 cal,847 kJ,1 once (28 g),17 cal,71 kJ
Tropical & Exotic Fruits,Mangoustan,100g,73 cal,307 kJ,1 portion (80 g),58 cal,246 kJ,1 once (28 g),20 cal,86 kJ
Tropical & Exotic Fruits,Maracuya,100g,97 cal,407 kJ,1 maracuya (18 g),17 cal,73 kJ,1 once (28 g),27 cal,114 kJ
Tropical & Exotic Fruits,Cerises au marasquin,100g,165 cal,693 kJ,1 cerise (5 g),8 cal,35 kJ,1 once (28 g),46 cal,194 kJ
Tropical & Exotic Fruits,Melon d'eau,100g,34 cal,143 kJ,1 quartier (69 g),23 cal,99 kJ,1 once (28 g),10 cal,40 kJ
Tropical & Exotic Fruits,Noni,100g,53 cal,223 kJ,1 once (28.4 g),15 cal,62 kJ,1 once (28 g),15 cal,62 kJ
Tropical & Exotic Fruits,Fruit de la passion,100g,97 cal,407 kJ,1 passion fruit (18 g),17 cal,73 kJ,1 once (28 g),27 cal,114 kJ
Tropical & Exotic Fruits,Ananas,100g,50 cal,210 kJ,1 ananas (905 g),453 cal,1901 kJ,1 once (28 g),14 cal,59 kJ
Tropical & Exotic Fruits,Pamplemousse rose,100g,42 cal,176 kJ,1/2 grapefruit (123 g),52 cal,216 kJ,1 once (28 g),12 cal,49 kJ
Tropical & Exotic Fruits,Plantain,100g,122 cal,512 kJ,1 plantain (179 g),218 cal,916 kJ,1 once (28 g),34 cal,143 kJ
Tropical & Exotic Fruits,Grenade,100g,83 cal,349 kJ,1 fruit (282 g),234 cal,984 kJ,1 once (28 g),23 cal,98 kJ
Tropical & Exotic Fruits,Pomelo,100g,38 cal,160 kJ,1 pomelo (609 g),231 cal,974 kJ,1 once (28 g),11 cal,45 kJ
Tropical & Exotic Fruits,Poire de Barbarie,100g,41 cal,172 kJ,"1 pad, peeled (19 g)",8 cal,33 kJ,1 once (28 g),11 cal,48 kJ
Tropical & Exotic Fruits,Ramboutan,100g,82 cal,344 kJ,1 rambutan (9 g),7 cal,31 kJ,1 once (28 g),23 cal,96 kJ
Tropical & Exotic Fruits,Sapotille,100g,83 cal,349 kJ,1 sapodilla (170 g),141 cal,593 kJ,1 once (28 g),23 cal,98 kJ
Tropical & Exotic Fruits,Fruit du corossol,100g,66 cal,277 kJ,1 fruit (625 g),413 cal,1731 kJ,1 once (28 g),18 cal,78 kJ
Tropical & Exotic Fruits,Carambole,100g,31 cal,130 kJ,1 fruit (91 g),28 cal,118 kJ,1 once (28 g),9 cal,36 kJ
Tropical & Exotic Fruits,Tamarin,100g,239 cal,1004 kJ,1 tamarin (2 g),5 cal,20 kJ,1 once (28 g),67 cal,281 kJ
Tropical & Exotic Fruits,Pastèque,100g,30 cal,126 kJ,1 quartier (286 g),86 cal,360 kJ,1 once (28 g),8 cal,35 kJ
Vegetable Oils,Huile d'amande,100ml,882 cal,3704 kJ,1 c. à soupe (14 ml),123 cal,519 kJ,1 once (30 ml),265 cal,1111 kJ
Vegetable Oils,Huile de noyau d'abricot,100ml,889 cal,3734 kJ,1 c. à soupe (14 ml),124 cal,523 kJ,1 once (30 ml),267 cal,1120 kJ
Vegetable Oils,Huile d'argan,100ml,896 cal,3763 kJ,1 c. à soupe (14 ml),125 cal,527 kJ,1 once (30 ml),269 cal,1129 kJ
Vegetable Oils,Huile d'avocat,100ml,857 cal,3599 kJ,1 c. à soupe (14 ml),120 cal,504 kJ,1 once (30 ml),257 cal,1080 kJ
Vegetable Oils,Huile de babassu,100ml,884 cal,3713 kJ,1 c. à soupe (14 ml),124 cal,520 kJ,1 once (30 ml),265 cal,1114 kJ
Vegetable Oils,Huile de colza,100ml,884 cal,3713 kJ,1 c. à soupe (14 ml),124 cal,520 kJ,1 once (30 ml),265 cal,1114 kJ
Vegetable Oils,Huile de noix de coco,100ml,857 cal,3599 kJ,1 c. à soupe (14 ml),120 cal,504 kJ,1 once (30 ml),257 cal,1080 kJ
Vegetable Oils,Huile de maïs,100ml,800 cal,3360 kJ,1 c. à soupe (15 ml),120 cal,504 kJ,1 once (30 ml),240 cal,1008 kJ
Vegetable Oils,Huile de coton,100ml,882 cal,3704 kJ,1 c. à soupe (14 ml),123 cal,519 kJ,1 once (30 ml),265 cal,1111 kJ
Vegetable Oils,Huile de pépins de raisin,100ml,884 cal,3713 kJ,1 c. à soupe (14 ml),124 cal,520 kJ,1 once (30 ml),265 cal,1114 kJ
Vegetable Oils,Huile de noisette,100ml,889 cal,3734 kJ,1 c. à soupe (14 ml),124 cal,523 kJ,1 once (30 ml),267 cal,1120 kJ
Vegetable Oils,Huile de lin,100ml,837 cal,3515 kJ,1 c. à soupe (14 ml),117 cal,492 kJ,1 once (30 ml),251 cal,1055 kJ
Vegetable Oils,Huile de menhaden,100ml,911 cal,3826 kJ,1 c. à soupe (14 ml),128 cal,536 kJ,1 once (30 ml),273 cal,1148 kJ
Vegetable Oils,Huile de moutarde,100ml,884 cal,3713 kJ,1 c. à soupe (14 ml),124 cal,520 kJ,1 once (30 ml),265 cal,1114 kJ
Vegetable Oils,Huile d'avoine,100ml,884 cal,3713 kJ,1 c. à soupe (14 ml),124 cal,520 kJ,1 once (30 ml),265 cal,1114 kJ
Vegetable Oils,Huile d'olive,100ml,800 cal,3360 kJ,1 c. à soupe (15 ml),120 cal,504 kJ,1 once (30 ml),240 cal,1008 kJ
Vegetable Oils,Huile de palme,100ml,882 cal,3704 kJ,1 c. à soupe (14 ml),123 cal,519 kJ,1 once (30 ml),265 cal,1111 kJ
Vegetable Oils,Huile d'arachide,100ml,857 cal,3599 kJ,1 c. à soupe (14 ml),120 cal,504 kJ,1 once (30 ml),257 cal,1080 kJ
Vegetable Oils,Huile de graines de pavot,100ml,884 cal,3713 kJ,1 c. à soupe (14 ml),124 cal,520 kJ,1 once (30 ml),265 cal,1114 kJ
Vegetable Oils,Huile de pépins de courge,100ml,880 cal,3696 kJ,1 c. à soupe (14 ml),123 cal,517 kJ,1 once (30 ml),264 cal,1109 kJ
Vegetable Oils,Huile de son de riz,100ml,889 cal,3734 kJ,1 c. à soupe (14 ml),124 cal,523 kJ,1 once (30 ml),267 cal,1120 kJ
Vegetable Oils,Huile de carthame,100ml,857 cal,3599 kJ,1 c. à soupe (14 ml),120 cal,504 kJ,1 once (30 ml),257 cal,1080 kJ
Vegetable Oils,Huile de saumon,100ml,911 cal,3826 kJ,1 c. à soupe (14 ml),128 cal,536 kJ,1 once (30 ml),273 cal,1148 kJ
Vegetable Oils,Huile de sésame,100ml,889 cal,3734 kJ,1 c. à soupe (14 ml),124 cal,523 kJ,1 once (30 ml),267 cal,1120 kJ
Vegetable Oils,Huile de karité,100ml,884 cal,3713 kJ,1 c. à soupe (14 ml),124 cal,520 kJ,1 once (30 ml),265 cal,1114 kJ
Vegetable Oils,Huile de soja,100ml,882 cal,3704 kJ,1 c. à soupe (14 ml),123 cal,519 kJ,1 once (30 ml),265 cal,1111 kJ
Vegetable Oils,Huile de tournesol,100ml,884 cal,3713 kJ,1 c. à soupe (14 ml),124 cal,520 kJ,1 once (30 ml),265 cal,1114 kJ
Vegetable Oils,Huile de pépins de tomate,100ml,884 cal,3713 kJ,1 c. à soupe (14 ml),124 cal,520 kJ,1 once (30 ml),265 cal,1114 kJ
Vegetable Oils,Huile végétale,100ml,800 cal,3360 kJ,1 c. à soupe (15 ml),120 cal,504 kJ,1 once (30 ml),240 cal,1008 kJ
Vegetable Oils,Huile de noix,100ml,889 cal,3734 kJ,1 c. à soupe (14 ml),124 cal,523 kJ,1 once (30 ml),267 cal,1120 kJ
Vegetable Oils,Huile de germe de blé,100ml,929 cal,3902 kJ,1 c. à soupe (14 ml),130 cal,546 kJ,1 once (30 ml),279 cal,1171 kJ
Vegetables,Artichaut,100g,47 cal,197 kJ,1 artichaut (128 g),60 cal,252 kJ,1 once (28 g),13 cal,55 kJ
Vegetables,Roquette,100g,25 cal,105 kJ,1 feuille (2 g),1 cal,2 kJ,1 once (28 g),7 cal,29 kJ
Vegetables,Asperges,100g,20 cal,84 kJ,1 asperge (12 g),2 cal,10 kJ,1 once (28 g),6 cal,24 kJ
Vegetables,Betterave,100g,43 cal,181 kJ,1 beterave (82 g),35 cal,148 kJ,1 once (28 g),12 cal,51 kJ
Vegetables,Poivron,100g,20 cal,84 kJ,1 poivron (73 g),15 cal,61 kJ,1 once (28 g),6 cal,24 kJ
Vegetables,Olives noires,100g,115 cal,483 kJ,1 olive (2.7 g),2 cal,10 kJ,1 once (28 g),32 cal,135 kJ
Vegetables,Brocoli,100g,34 cal,143 kJ,1 bunch (608 g),207 cal,869 kJ,1 once (28 g),10 cal,40 kJ
Vegetables,Choux de Bruxelles,100g,43 cal,181 kJ,1 chou (19 g),8 cal,34 kJ,1 once (28 g),12 cal,51 kJ
Vegetables,Choux,100g,25 cal,105 kJ,1 chou (908 g),227 cal,953 kJ,1 once (28 g),7 cal,29 kJ
Vegetables,Capsicum,100g,27 cal,113 kJ,1 poivron (45 g),12 cal,51 kJ,1 once (28 g),8 cal,32 kJ
Vegetables,Carotte,100g,41 cal,172 kJ,1 carotte (61 g),25 cal,105 kJ,1 once (28 g),11 cal,48 kJ
Vegetables,Chou-fleur,100g,25 cal,105 kJ,1 floweret (13 g),3 cal,14 kJ,1 once (28 g),7 cal,29 kJ
Vegetables,Céleri,100g,16 cal,67 kJ,1 tige (40 g),6 cal,27 kJ,1 once (28 g),4 cal,19 kJ
Vegetables,Bette à carde,100g,19 cal,80 kJ,1 feuille (48 g),9 cal,38 kJ,1 once (28 g),5 cal,22 kJ
Vegetables,Tomate cerise,100g,100 cal,420 kJ,1 tomate cerise (20 g),20 cal,84 kJ,1 once (28 g),28 cal,118 kJ
Vegetables,Chicorée,100g,72 cal,302 kJ,1 chou (53 g),38 cal,160 kJ,1 once (28 g),20 cal,85 kJ
Vegetables,Chou chinois,100g,16 cal,67 kJ,1 chou (840 g),134 cal,563 kJ,1 once (28 g),4 cal,19 kJ
Vegetables,Feuilles de chou vert,100g,32 cal,134 kJ,1 tasse (36 g),12 cal,48 kJ,1 once (28 g),9 cal,38 kJ
Vegetables,Maïs,100g,365 cal,1533 kJ,1 tasse (154 g),562 cal,2361 kJ,1 once (28 g),102 cal,429 kJ
Vegetables,Epinards à la crème,100g,74 cal,311 kJ,1 tasse (200 g),148 cal,622 kJ,1 once (28 g),21 cal,87 kJ
Vegetables,Concombre,100g,16 cal,67 kJ,1 concombre (410 g),66 cal,275 kJ,1 once (28 g),4 cal,19 kJ
Vegetables,Aubergine,100g,25 cal,105 kJ,1 aubergine (458 g),115 cal,481 kJ,1 once (28 g),7 cal,29 kJ
Vegetables,Endive,100g,17 cal,71 kJ,1 endive (513 g),87 cal,364 kJ,1 once (28 g),5 cal,20 kJ
Vegetables,Fenouil,100g,31 cal,130 kJ,1 bulbe (234 g),73 cal,304 kJ,1 once (28 g),9 cal,36 kJ
Vegetables,Ail,100g,149 cal,626 kJ,1 clove (3 g),4 cal,19 kJ,1 once (28 g),42 cal,175 kJ
Vegetables,Cornichon,100g,14 cal,59 kJ,1 cornichon (65 g),9 cal,38 kJ,1 once (28 g),4 cal,17 kJ
Vegetables,Gourd,100g,14 cal,59 kJ,1 gourd (771 g),108 cal,455 kJ,1 once (28 g),4 cal,17 kJ
Vegetables,Olives vertes,100g,115 cal,483 kJ,1 olive (2.7 g),2 cal,10 kJ,1 once (28 g),32 cal,135 kJ
Vegetables,Oignon vert,100g,32 cal,134 kJ,1 onion (15 g),5 cal,20 kJ,1 once (28 g),9 cal,38 kJ
Vegetables,Raifort,100g,48 cal,202 kJ,1 c. à soupe (15 g),7 cal,30 kJ,1 once (28 g),13 cal,57 kJ
Vegetables,Chou frisé,100g,49 cal,206 kJ,1 tasse (67 g),33 cal,138 kJ,1 once (28 g),14 cal,58 kJ
Vegetables,Chou-rave,100g,27 cal,113 kJ,1 kohlrabi (400 g),108 cal,452 kJ,1 once (28 g),8 cal,32 kJ
Vegetables,Kumara,100g,86 cal,361 kJ,1 kumara (130 g),112 cal,469 kJ,1 once (28 g),24 cal,101 kJ
Vegetables,Poireau,100g,61 cal,256 kJ,1 poireau (89 g),54 cal,228 kJ,1 once (28 g),17 cal,72 kJ
Vegetables,Laitue,100g,15 cal,63 kJ,1 chou (600 g),90 cal,378 kJ,1 once (28 g),4 cal,18 kJ
Vegetables,Champignons,100g,22 cal,92 kJ,1 mushroom (5.4 g),1 cal,5 kJ,1 once (28 g),6 cal,26 kJ
Vegetables,Feuilles de moutarde,100g,27 cal,113 kJ,1 tasse (56 g),15 cal,63 kJ,1 once (28 g),8 cal,32 kJ
Vegetables,Nori,100g,35 cal,147 kJ,1 feuille (2.6 g),1 cal,3 kJ,1 once (28 g),10 cal,41 kJ
Vegetables,Gombo,100g,33 cal,139 kJ,1 pod (12 g),4 cal,17 kJ,1 once (28 g),9 cal,39 kJ
Vegetables,Panais,100g,75 cal,315 kJ,1 panais (170 g),128 cal,536 kJ,1 once (28 g),21 cal,88 kJ
Vegetables,Pommes de terre,100g,77 cal,323 kJ,1 patate (213 g),164 cal,688 kJ,1 once (28 g),22 cal,90 kJ
Vegetables,Citrouille,100g,26 cal,109 kJ,1 citrouille (196 g),51 cal,214 kJ,1 once (28 g),7 cal,31 kJ
Vegetables,Radis,100g,16 cal,67 kJ,1 radish (4.5 g),1 cal,3 kJ,1 once (28 g),4 cal,19 kJ
Vegetables,Chou rouge,100g,31 cal,130 kJ,1 feuille (22 g),7 cal,29 kJ,1 once (28 g),9 cal,36 kJ
